latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
-15.79349,-49.05756,309.6,0.34,0.56,2020-10-02,0506,N,VIIRS,n,2.0NRT,294.1,1,N
-15.7983,-49.06128,315.3,0.34,0.56,2020-10-02,0506,N,VIIRS,n,2.0NRT,294,1,N
-15.79866,-49.05825,303.8,0.34,0.56,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.3,1,N
-15.79411,-49.06027,312.2,0.34,0.56,2020-10-02,0506,N,VIIRS,n,2.0NRT,294.4,0.9,N
-15.79445,-49.0573,309,0.34,0.56,2020-10-02,0506,N,VIIRS,n,2.0NRT,294,0.9,N
-15.79928,-49.06103,317.8,0.34,0.56,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.9,1.8,N
-14.51075,-58.5263,303.2,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,291,0.6,N
-15.32888,-52.9705,306.7,0.56,0.43,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.8,1.4,N
-15.53726,-51.35268,307,0.47,0.48,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.2,2.1,N
-14.5141,-58.52687,307.4,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,291.7,0.6,N
-14.51468,-58.52327,305.3,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,291.5,0.6,N
-15.33284,-52.97112,305.5,0.56,0.43,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.4,1.4,N
-14.51686,-58.53106,325.2,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,292.1,2.2,N
-14.51744,-58.52745,367,0.39,0.36,2020-10-02,0506,N,VIIRS,h,2.0NRT,295.1,5.1,N
-14.51802,-58.52384,337.2,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.1,5.1,N
-14.51628,-58.53467,308.7,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,291.1,2.2,N
-14.5186,-58.52022,304.7,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,291.3,0.9,N
-14.52078,-58.52803,340.2,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,292.3,5.1,N
-14.52136,-58.52441,336,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,291.9,5.1,N
-14.52195,-58.5208,317.3,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,291.5,0.9,N
-14.52253,-58.51718,304.3,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,291.1,0.9,N
-15.82786,-49.08656,332.5,0.33,0.56,2020-10-02,0506,N,VIIRS,n,2.0NRT,296.6,4,N
-14.52529,-58.52137,310,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,291.8,1.8,N
-15.82821,-49.08347,309.6,0.33,0.56,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.4,2.8,N
-15.83402,-49.07855,308.6,0.33,0.56,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.9,1.2,N
-15.83442,-49.07511,305.8,0.33,0.56,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.6,1.2,N
-15.83482,-49.0716,311.6,0.34,0.56,2020-10-02,0506,N,VIIRS,n,2.0NRT,292.5,1.9,N
-15.93195,-48.40845,306.6,0.37,0.58,2020-10-02,0506,N,VIIRS,n,2.0NRT,287.9,1.7,N
-14.54753,-58.53259,302.7,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,291.2,1.1,N
-15.99508,-48.24239,319.9,0.38,0.59,2020-10-02,0506,N,VIIRS,n,2.0NRT,293,2.6,N
-16.24099,-46.06733,304.4,0.53,0.67,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.6,1.4,N
-16.2467,-46.0736,307.7,0.53,0.67,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.3,1.4,N
-16.24719,-46.06896,307.9,0.53,0.67,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.3,1.4,N
-15.99578,-48.24306,319.1,0.38,0.59,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.7,2.4,N
-16.2383,-46.06482,303.9,0.53,0.67,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.3,1.6,N
-16.24405,-46.07115,309.2,0.53,0.67,2020-10-02,0506,N,VIIRS,n,2.0NRT,294,1.6,N
-16.24453,-46.06632,308.1,0.53,0.67,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.4,1.6,N
-15.02394,-56.12064,306.1,0.4,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.9,1.1,N
-16.00266,-48.81527,305.7,0.35,0.57,2020-10-02,0506,N,VIIRS,n,2.0NRT,287.5,0.5,N
-16.0079,-48.81625,312.7,0.35,0.57,2020-10-02,0506,N,VIIRS,n,2.0NRT,290.7,1.6,N
-14.42121,-60.01077,303.9,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,290.4,1.6,N
-14.42187,-60.00681,307.6,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,291.3,0.9,N
-14.42073,-60.03522,308,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,292,3.2,N
-14.42206,-60.02728,307,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,291.5,1.4,N
-14.42423,-60.03585,347,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,297.8,3.2,N
-14.42356,-60.03983,315.8,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,291.2,3.2,N
-14.42489,-60.03188,313.1,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,292.9,1.4,N
-14.42555,-60.02791,308.9,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,292.3,1.4,N
-14.43083,-59.99613,308,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,291,1.2,N
-14.42706,-60.04046,327.2,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,290.8,2.9,N
-14.42772,-60.03649,339.3,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,294.1,2.9,N
-14.42838,-60.03251,323.2,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,296,1.7,N
-14.42904,-60.02854,304.6,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,291.4,1.7,N
-14.43431,-59.99674,305.3,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,291,2,N
-15.15508,-55.40459,315.4,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,294.8,1.8,N
-15.15625,-55.3967,309.6,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,294.5,2.2,N
-14.43055,-60.04108,305.3,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,290.7,2.9,N
-14.43121,-60.0371,316.4,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,292,2.9,N
-14.43187,-60.03312,311,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,292.6,1.7,N
-15.15857,-55.40516,316.9,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,294.9,1.8,N
-14.43602,-60.02976,321.7,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,291.6,3.1,N
-14.44129,-59.99797,305.4,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,291.7,1.4,N
-14.43952,-60.03036,339.2,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,292.4,3.1,N
-14.44018,-60.02639,304.1,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,291,1.3,N
-14.44281,-60.01049,305.9,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,291.7,0.9,N
-14.44347,-60.00651,305.9,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,291.8,0.9,N
-14.44412,-60.00254,310.1,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,291.8,1.4,N
-14.44301,-60.03098,343.6,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.2,14.8,N
-14.44367,-60.027,317.8,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,291.5,2.4,N
-15.17544,-55.38756,317.8,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,294.7,1.1,N
-15.17603,-55.38359,305,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.1,1.1,N
-15.17894,-55.38809,330.1,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,296.6,1.9,N
-15.17953,-55.38411,311.4,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.8,1.9,N
-15.18012,-55.38014,304.1,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,293,0.8,N
-15.18301,-55.38467,308.3,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,294,1.9,N
-15.17972,-55.38685,327.5,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,296.1,2.2,N
-15.18378,-55.38343,305.8,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.8,2.2,N
-15.18493,-55.37547,303.4,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,292.6,0.7,N
-15.18269,-55.41571,326.7,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,297.1,2.2,N
-15.18212,-55.41969,317.3,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,294.9,2.2,N
-15.18327,-55.41173,318.3,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,296.2,2.4,N
-15.18441,-55.40379,314.6,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.8,1.6,N
-15.18498,-55.39985,313.1,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.3,1.6,N
-15.18555,-55.3959,306.3,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.9,1,N
-15.18842,-55.37601,309.5,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.3,1.9,N
-15.1856,-55.42024,323.5,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,294.6,2.2,N
-15.18618,-55.41626,322.6,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.8,2.2,N
-15.18675,-55.41229,323.1,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.6,2.4,N
-15.18847,-55.4004,328,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.6,1.6,N
-15.1879,-55.40435,307.3,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,294.3,1.6,N
-15.19196,-55.40094,323,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.3,2.8,N
-15.19482,-55.38113,328.6,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,296.8,2,N
-15.1954,-55.37713,308,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.6,2,N
-15.19831,-55.38171,330.9,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,297.1,2,N
-15.19773,-55.38569,306.6,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,294.2,1.8,N
-15.19889,-55.37772,314.3,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,294.4,2,N
-15.2018,-55.38228,349.1,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,300.8,3.6,N
-15.19894,-55.40202,308.7,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,294.5,0.9,N
-15.20237,-55.37831,319.2,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.4,3.6,N
-15.20529,-55.38284,342.5,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,298.3,3.6,N
-15.20243,-55.40257,307.1,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.8,0.9,N
-15.20414,-55.39075,306.7,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,294.1,2.8,N
-15.20586,-55.37888,306.6,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,294.5,3.6,N
-15.2082,-55.38735,338.8,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,297.1,15.5,N
-15.20878,-55.3834,320.4,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,296.4,2.1,N
-15.21112,-55.39184,349.2,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,300.9,15.5,N
-15.21169,-55.3879,349.4,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,298.7,15.5,N
-15.21227,-55.38395,324.1,0.43,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,294.4,2.1,N
-15.12302,-56.03911,307.2,0.41,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,294.1,1.5,N
-15.21638,-55.42922,330.4,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,296.1,3.3,N
-15.1236,-56.05866,306.3,0.4,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.5,1.3,N
-15.12416,-56.05484,313.7,0.4,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.8,1.3,N
-15.12643,-56.03965,317.4,0.41,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.5,1.6,N
-15.21695,-55.42529,317.6,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.3,2,N
-15.12984,-56.0402,322.6,0.41,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,296,1.6,N
-15.21986,-55.42978,324.2,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.7,3.3,N
-15.22044,-55.42584,324.8,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.2,2,N
-15.12927,-56.04402,307,0.41,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.7,1.6,N
-15.13098,-56.05596,313.1,0.4,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,294.8,1.6,N
-15.13154,-56.05216,313.8,0.4,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,296.2,1.3,N
-15.13325,-56.04073,316.5,0.41,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.8,3.1,N
-15.13552,-56.04889,307.3,0.41,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.5,1.3,N
-15.1395,-56.04562,335.8,0.41,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,297.7,2.7,N
-15.14007,-56.04181,320.5,0.41,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,297.2,2.7,N
-15.14064,-56.03798,307,0.41,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.4,1.3,N
-15.14291,-56.04618,338.5,0.41,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,298,2.7,N
-15.14348,-56.04234,315.5,0.41,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,296.9,2.7,N
-15.14631,-56.04673,336.2,0.41,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,297,4.5,N
-15.96707,-50.13384,313.3,0.57,0.52,2020-10-02,0506,N,VIIRS,n,2.0NRT,296.8,3.9,N
-15.20437,-55.8927,315.8,0.41,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,292.9,0.9,N
-15.20495,-55.88885,303.9,0.41,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,292.4,0.9,N
-15.20837,-55.88943,304,0.41,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.4,0.9,N
-16.0787,-49.84735,301.2,0.6,0.53,2020-10-02,0506,N,VIIRS,n,2.0NRT,290.7,1.2,N
-16.07937,-49.84167,304,0.6,0.53,2020-10-02,0506,N,VIIRS,n,2.0NRT,292.9,1.4,N
-16.08121,-49.95147,300.3,0.59,0.53,2020-10-02,0506,N,VIIRS,n,2.0NRT,289.1,1.6,N
-16.08189,-49.94581,298,0.59,0.53,2020-10-02,0506,N,VIIRS,n,2.0NRT,287.4,0.9,N
-14.73887,-59.48555,305.7,0.41,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,292.8,1.2,N
-14.73949,-59.48176,309.2,0.41,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,292,1.2,N
-14.75254,-59.48792,307,0.41,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,292.7,1.8,N
-14.75596,-59.48851,308.5,0.41,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.1,1.2,N
-14.75938,-59.48911,307.9,0.41,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,293,1.2,N
-14.76086,-59.49624,306.6,0.41,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,292.3,2.3,N
-14.76212,-59.48865,316.4,0.41,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.8,2.7,N
-14.76554,-59.48925,321.9,0.41,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.9,2.5,N
-14.76428,-59.49683,319.2,0.41,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.8,2.7,N
-15.31671,-56.11792,312.9,0.4,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,294.5,3.5,N
-14.92334,-59.08067,304.2,0.4,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,292,0.8,N
-14.92612,-59.08495,305.3,0.4,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,292.5,0.8,N
-14.92672,-59.08123,305,0.4,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,292.2,0.8,N
-15.28665,-57.01247,326.2,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.6,7.5,N
-15.28609,-57.01609,319,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,294,5.7,N
-15.28943,-57.01666,324.8,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,290,3.4,N
-15.21483,-57.63113,345.7,0.38,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,296.3,4.4,N
-15.21815,-57.63168,314.6,0.38,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,294.3,4.4,N
-15.31727,-57.03609,324,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,296.8,6.5,N
-15.32339,-57.0408,331.5,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,296.6,8.9,N
-16.56249,-47.59277,302.7,0.43,0.62,2020-10-02,0506,N,VIIRS,n,2.0NRT,286.9,0.6,N
-15.32673,-57.04137,328,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,296.5,5.7,N
-16.56823,-47.59357,301.6,0.43,0.62,2020-10-02,0506,N,VIIRS,n,2.0NRT,286.5,0.8,N
-15.33728,-57.03954,328.2,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.8,7.1,N
-15.3384,-57.03223,320.1,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.9,8.4,N
-15.33897,-57.02854,321.3,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,296,6.1,N
-14.93124,-59.61192,319.7,0.41,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.2,1.3,N
-14.93464,-59.61272,315,0.41,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.5,1.3,N
-14.93528,-59.60882,311.7,0.41,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,295,1.3,N
-15.56986,-55.54276,310.9,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,296.7,2.2,N
-14.93869,-59.60956,312.7,0.41,0.37,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.1,2.7,N
-15.57039,-55.56329,310.2,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.1,1.5,N
-16.41471,-49.2383,317.7,0.33,0.55,2020-10-02,0506,N,VIIRS,n,2.0NRT,291,0.8,N
-16.41509,-49.23503,305.5,0.33,0.55,2020-10-02,0506,N,VIIRS,n,2.0NRT,289.5,0.8,N
-15.57271,-55.57162,332.4,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,297.4,4.2,N
-15.57329,-55.56772,313.9,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.7,1.5,N
-15.57506,-55.57979,320.3,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,298.5,4.6,N
-15.57562,-55.57598,326.9,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,298.6,4.5,N
-15.57854,-55.58028,344.2,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,301.5,4.6,N
-15.5815,-55.5844,331.1,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,300.3,4.5,N
-15.58204,-55.58069,332.5,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,300.4,4.5,N
-15.58555,-55.58109,337.9,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,300.5,4.5,N
-15.58267,-55.58328,340.6,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,302.6,5,N
-15.58671,-55.5799,331.9,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,300.6,5,N
-15.58616,-55.58371,315.6,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,298.8,5,N
-15.58728,-55.57598,314.6,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,298.8,3.1,N
-15.59022,-55.58022,323.4,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,299,4.5,N
-15.59079,-55.57627,336,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,299.9,15.1,N
-15.59136,-55.57229,343,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,302.4,15.1,N
-15.59367,-55.55629,312.3,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,298.6,2,N
-15.5943,-55.57655,333.1,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,303.2,15.1,N
-15.59487,-55.57258,340.5,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,307,15.1,N
-15.59545,-55.56861,329,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,300.3,5.7,N
-15.59659,-55.56066,311,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,298.6,2,N
-15.59836,-55.57303,334.3,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,299,5.9,N
-15.59893,-55.56908,322.3,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,298,3.7,N
-16.41074,-49.23748,304.5,0.33,0.55,2020-10-02,0506,N,VIIRS,n,2.0NRT,290.9,0.8,N
-16.41592,-49.23793,315,0.33,0.55,2020-10-02,0506,N,VIIRS,n,2.0NRT,290.7,0.6,N
-16.41628,-49.23466,299.4,0.33,0.55,2020-10-02,0506,N,VIIRS,n,2.0NRT,288.4,0.6,N
-15.61286,-55.5712,309.5,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,297.6,1.6,N
-15.61343,-55.56726,314.2,0.42,0.38,2020-10-02,0506,N,VIIRS,n,2.0NRT,299,1.6,N
-15.32423,-57.51278,309.8,0.38,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,294.2,2,N
-15.23975,-58.09422,309.9,0.38,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,294.5,1.1,N
-15.801,-54.40596,309,0.47,0.4,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.3,1,N
-15.41927,-57.03003,327.9,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.7,6.4,N
-15.41982,-57.02642,326.2,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.5,5.2,N
-15.80531,-54.402,303.9,0.47,0.4,2020-10-02,0506,N,VIIRS,n,2.0NRT,292.7,1,N
-15.42261,-57.0306,325.4,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.7,4.4,N
-15.42316,-57.02698,329.6,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,295,3.1,N
-15.42372,-57.02332,320.1,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.7,3.1,N
-15.42539,-57.03475,320.3,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,296,4.4,N
-15.4265,-57.02752,321,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,283.8,3.1,N
-15.42707,-57.02384,335.2,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,289.5,3.1,N
-15.43097,-57.04306,321.8,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,296.1,7.2,N
-15.43375,-57.04721,322,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,296.3,7.8,N
-15.43879,-57.01444,322.2,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.5,1.7,N
-15.43935,-57.0108,312.6,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,292.6,1.7,N
-15.43991,-57.00717,314.2,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,293,1.6,N
-15.44046,-57.00354,313.5,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.9,1.6,N
-15.44102,-56.99991,311.3,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,294.1,1.5,N
-15.44158,-56.99628,307.3,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,294,1.5,N
-15.44213,-56.99265,310.5,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,293.8,1.7,N
-15.81212,-54.72015,367,0.46,0.39,2020-10-02,0506,N,VIIRS,h,2.0NRT,304.4,13.8,N
-15.81275,-54.71582,346.7,0.46,0.39,2020-10-02,0506,N,VIIRS,n,2.0NRT,300.4,13.8,N
-15.81027,-54.73297,319.9,0.46,0.39,2020-10-02,0506,N,VIIRS,n,2.0NRT,296,2.3,N
-15.81151,-54.72442,310.9,0.46,0.39,2020-10-02,0506,N,VIIRS,n,2.0NRT,297.8,4,N
-15.81202,-54.74636,356.3,0.46,0.39,2020-10-02,0506,N,VIIRS,n,2.0NRT,301.4,6.9,N
-15.81264,-54.74208,325.7,0.46,0.39,2020-10-02,0506,N,VIIRS,n,2.0NRT,297.4,6.9,N
-15.81387,-54.73357,344.3,0.46,0.39,2020-10-02,0506,N,VIIRS,n,2.0NRT,299.5,6.6,N
-15.81634,-54.71652,339,0.46,0.39,2020-10-02,0506,N,VIIRS,n,2.0NRT,302.1,5.8,N
-15.81698,-54.71209,321.3,0.46,0.39,2020-10-02,0506,N,VIIRS,n,2.0NRT,298.9,8,N
-15.81326,-54.73779,308.3,0.46,0.39,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.8,6.6,N
-15.81571,-54.72089,316.4,0.46,0.39,2020-10-02,0506,N,VIIRS,n,2.0NRT,298.1,5.8,N
-15.46661,-57.07845,330.6,0.39,0.36,2020-10-02,0506,N,VIIRS,n,2.0NRT,295.6,7.6,N
-15.81993,-54.71727,324.1,0.46,0.39,2020-10-02,0506,N,VIIRS,n,2.0NRT,298.7,5.8,N
